slang,formal,In-dictionary,context,category1,category2,category3
brayyy,bray,1,"yukk cek ig kita brayy, ada wristband kerennn.. yg anak band,kpop, gawul, modes, rock, pop,metal, anak papa mama, dll.. kitaa ada wristband idol klian brayyy, yg menambah kegantengan dan kcantikan klian brayyy, cocok dipakai jalan2 .. :)",elongasi,0,0
jalan2,jalan-jalan,0,"yukk cek ig kita brayy, ada wristband kerennn.. yg anak band,kpop, gawul, modes, rock, pop,metal, anak papa mama, dll.. kitaa ada wristband idol klian brayyy, yg menambah kegantengan dan kcantikan klian brayyy, cocok dipakai jalan2 .. :)",reduplikasi,0,0
mauuu,mau,1,Mauuu donk bronis,elongasi,0,0
donk,dong,1,Mauuu donk bronis,homofon,subtitusi,0
bronis,brondong manis,0,Mauuu donk bronis,akronim,0,0
rb,ribu,1,Special promo 99rb all premium shirts,abreviasi,0,0
gapunya,enggak punya,0,GAPUNYA UANG? PUNYA MODAL TAPI PAS-PASAN? KLIK IG KAMI YUK UNTUK TEMUKAN SOLUSINYA ,akronim,0,0
jt,juta,1,"?mau penghasilan 1-5 jt perhari modal receh, serta mau buka olshop sendiri buat nambah uang jajan,?add line = @pte2486u (pakai@)?",abreviasi,0,0
nambah,menambah,1,"?mau penghasilan 1-5 jt perhari modal receh, serta mau buka olshop sendiri buat nambah uang jajan,?add line = @pte2486u (pakai@)?",afiksasi,0,0
bkln,bakalan,1,@jkt48 bkln ada di hut nya @officialrcti ya,abreviasi,0,0
pingin,pengin,1,Pingin daftar nih,modifikasi vokal,0,0
udah,sudah,1,Tapi aku udah lucu sih,zeroisasi,0,0
kecantikanga,kecantikannya,0,"Cantik yuk di order produk kecantikanga, sedia macam-macam produk kecantikan loh yuk mempercantik kulitmu ??? pin BBM: D19ED84E , id line: dwiningrum111 . Welcome reseler ????",salah ketik,0,0
loooh,loh,1,"Cek ig kita yuk sist, ada slingbag dan hijab murah loooh... ? kualitasnya oke kok ? minat bisa langsung di order ya ? mari sista ??",elongasi,0,0
barang2,barang-barang,0,"Ingin menarik disetiap penampilanmu? Lengkapi dengan barang2 custom dari droplets_solo. Semua dari kulit asli berkualitas, mulai dari gelang kulit, sabuk, strap jam, id card, dompet sampai tas. Bisa pesan sesuai seleramu. Check it out >>> droplets_solo",reduplikasi,0,0
gk,enggak,1,Kok gk nge-post lagi?,abreviasi,0,0
hiii,hai,1,"Hiii apa kabar, yuk cek IG kita? menjual berbagai macam apps, followers, ITUNES, Game Hack, dll. Kalian bisa piiiilih apa aja yang kalian mau! Mau beli 20apps, 500+ITUNES, etc pokonya teserah kalian deeh mau apa aja? Murah meriah! You just pay 150k!! Kalo ada pertanyaan DM kita ya sist ??????",elongasi,0,0
piiiilih,pilih,1,"Hiii apa kabar, yuk cek IG kita? menjual berbagai macam apps, followers, ITUNES, Game Hack, dll. Kalian bisa piiiilih apa aja yang kalian mau! Mau beli 20apps, 500+ITUNES, etc pokonya teserah kalian deeh mau apa aja? Murah meriah! You just pay 150k!! Kalo ada pertanyaan DM kita ya sist ??????",elongasi,0,0
aja,saja,1,"Hiii apa kabar, yuk cek IG kita? menjual berbagai macam apps, followers, ITUNES, Game Hack, dll. Kalian bisa piiiilih apa aja yang kalian mau! Mau beli 20apps, 500+ITUNES, etc pokonya teserah kalian deeh mau apa aja? Murah meriah! You just pay 150k!! Kalo ada pertanyaan DM kita ya sist ??????",zeroisasi,0,0
pokonya,pokoknya,0,"Hiii apa kabar, yuk cek IG kita? menjual berbagai macam apps, followers, ITUNES, Game Hack, dll. Kalian bisa piiiilih apa aja yang kalian mau! Mau beli 20apps, 500+ITUNES, etc pokonya teserah kalian deeh mau apa aja? Murah meriah! You just pay 150k!! Kalo ada pertanyaan DM kita ya sist ??????",zeroisasi,0,0
deeh,deh,1,"Hiii apa kabar, yuk cek IG kita? menjual berbagai macam apps, followers, ITUNES, Game Hack, dll. Kalian bisa piiiilih apa aja yang kalian mau! Mau beli 20apps, 500+ITUNES, etc pokonya teserah kalian deeh mau apa aja? Murah meriah! You just pay 150k!! Kalo ada pertanyaan DM kita ya sist ??????",elongasi,0,0
aja,saja,1,"Hiii apa kabar, yuk cek IG kita? menjual berbagai macam apps, followers, ITUNES, Game Hack, dll. Kalian bisa piiiilih apa aja yang kalian mau! Mau beli 20apps, 500+ITUNES, etc pokonya teserah kalian deeh mau apa aja? Murah meriah! You just pay 150k!! Kalo ada pertanyaan DM kita ya sist ??????",zeroisasi,0,0
anak2,anak-anak,1,"SEPATU MURAH DAN BERKUALITAS untuk pria/wanita dan anak2. Yuk lihat koleksinya sist, gan, cek IG kita yaaaa",reduplikasi,0,0
yaaaa,ya,1,"SEPATU MURAH DAN BERKUALITAS untuk pria/wanita dan anak2. Yuk lihat koleksinya sist, gan, cek IG kita yaaaa",elongasi,0,0
zama,zaman,1,Ig zama dulu,abreviasi,0,0
kn,kan,1,@im.jemavers  kn udh gnti ig,abreviasi,0,0
udh,sudah,1,@im.jemavers  kn udh gnti ig,abreviasi,0,0
gnti,ganti,1,@im.jemavers  kn udh gnti ig,abreviasi,0,0
yg,yang,1,@amalliamn48 yg bru apa namanya?,abreviasi,0,0
bru,baru,1,@amalliamn48 yg bru apa namanya?,abreviasi,0,0
nmnya,namanya,0,@im.jemavers nmnya @_officialjkt48,abreviasi,0,0
tapo,tapi,1,MAU JADI SELEBGRAM TAPO BINGUNG KUY CEK IG DIJAMIN MURAH DAN BERKUALITAS..,modifikasi vokal,0,0
kuy,yuk,1,MAU JADI SELEBGRAM TAPO BINGUNG KUY CEK IG DIJAMIN MURAH DAN BERKUALITAS..,metatesis,0,0
gkk,enggak,1,Kok gkk update lg,abreviasi,0,0
lg,lagi,1,Kok gkk update lg,abreviasi,0,0
petinggi2,petinggi-petinggi,0,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,reduplikasi,0,0
slalu,selalu,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,zeroisasi,0,0
wota2,wota-wota,0,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,reduplikasi,0,0
yg,yang,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
yg,yang,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
yg,yang,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
knpa,kenapa,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
indefendet,independen,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,salah ketik,0,0
gak,enggak,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,zeroisasi,0,0
tempat2,tempat-tempat,0,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,reduplikasi,0,0
yg,yang,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
kyk,kayak,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
taik,tahi,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,zeroisasi,anaptiksis,0
yg,yang,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,abreviasi,0,0
slalu,selalu,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,zeroisasi,0,0
anak2,anak-anak,1,Jkt48 adalah tempat di mana sesama fans saling menghujat..men judge sesama fans.. dimana petinggi2 fans club slalu memandang sebelah mata para wota2 lain..yg hanya ingin membuktikan bahwa diri nya adalah yg terbaik di antara fans2 yg lain.. itu alasan knpa aku lebih memilih jalur indefendet ketimbang mengikuti fans club jkt48. Karena mencintai dan mendukung jkt48 gak harus melalui fans club kan ??? Karena fansclub hanya tempat2 orang yg kyk taik.. yg slalu menghujat sesama fans jkt48.. fuck to wota .!!! I love jkt48 .!!!!! wota anak2 sampah..!!!,reduplikasi,0,0
bkn,bukan,1,Ini akun resmi ofc jkt48 bkn?,abreviasi,0,0
yuuuukkk,yuk,1,Cek IG kami yuuuukkk,elongasi,0,0
bener,benar,1,Fake Account ini yang bener @_officialjkt48,modifikasi vokal,0,0
lg,lagi,1,1 jam setengah lg GA nya akan ditutup!!Buruan ikutan GA nya @hadiblacksite hadiahnya banyak dan menarik rulesya jg gampang ayo sebelum dituutup,abreviasi,0,0
dituutup,ditutup,0,1 jam setengah lg GA nya akan ditutup!!Buruan ikutan GA nya @hadiblacksite hadiahnya banyak dan menarik rulesya jg gampang ayo sebelum dituutup,elongasi,0,0
silahkan,silakan,1,"Jangan follow akun ini, Akun ini sudah tidak dipakai. Akun IG JKT48 adalah ini ? @_officialjkt48 silahkan cek kalo tidak percaya.",zeroisasi,0,0
gak,enggak,1,Gak ajak tante,zeroisasi,0,0
gak,enggak,1,Ada brondong hot gak,zeroisasi,0,0
mbaa,mbak,1,@mayrasadiya_ mirror atuh mbaa,elongasi,zeroisasi,0
ngayal,mengkhayal,1,@nandinifp sering ngayal trlalu tinggi?,afiksasi,0,0
trlalu,terlalu,1,@nandinifp sering ngayal trlalu tinggi?,abreviasi,0,0
ngayal,mengkhayal,1,Lebih tepatnya ngayal @mochfh,afiksasi,0,0
aja,saja,1,Lu aja kali! @sitimasyitah__,zeroisasi,0,0
smvk,sempak,1,Smvk lu ? @nadiapananda,abreviasi,subtitusi,0
liat,lihat,1,iya pil liat aja semua itu bkal jd knyataan semua ?? @yupitaolpiani26,zeroisasi,0,0
aja,saja,1,iya pil liat aja semua itu bkal jd knyataan semua ?? @yupitaolpiani26,zeroisasi,0,0
bkal,bakal,1,iya pil liat aja semua itu bkal jd knyataan semua ?? @yupitaolpiani26,abreviasi,0,0
jd,jadi,1,iya pil liat aja semua itu bkal jd knyataan semua ?? @yupitaolpiani26,abreviasi,0,0
knyataan,kenyataan,1,iya pil liat aja semua itu bkal jd knyataan semua ?? @yupitaolpiani26,abreviasi,0,0
amiinn,amin,1,Amiinn ya allaaahh...semoga semoga @lisaa_anggraini,elongasi,0,0
njrittt,anjir,1,Njrittt ??? @virginiaaul,abreviasi,coinage,0
aja,saja,1,@athifmzain main ngetag aja lu,zeroisasi,0,0
yah,ya,1,selamat jadi bapa yah,anaptiksis,0,0
aminnn,amin,1,Aminnn...,elongasi,0,0
selmt,selamat,1,Selmt taz klhran ank pertma ya kk,abreviasi,0,0
taz,atas,1,Selmt taz klhran ank pertma ya kk,abreviasi,subtitusi,0
klhran,kelahiran,1,Selmt taz klhran ank pertma ya kk,abreviasi,0,0
ank,anak,1,Selmt taz klhran ank pertma ya kk,abreviasi,0,0
pertma,pertama,1,Selmt taz klhran ank pertma ya kk,abreviasi,0,0
kk,kakak,1,Selmt taz klhran ank pertma ya kk,abreviasi,0,0
ats,atas,1,Selamat ats kelahuran ank pertamany  BENSU,abreviasi,0,0
kelahuran,kelahiran,1,Selamat ats kelahuran ank pertamany  BENSU,salah ketik,0,0
ank,anak,1,Selamat ats kelahuran ank pertamany  BENSU,abreviasi,0,0
pertamany,pertamanya,0,Selamat ats kelahuran ank pertamany  BENSU,abreviasi,0,0
slmt,selamat,1,Slmt ya k ruben n k wenda..!!!cantik ke mamax.,abreviasi,0,0
k,kak,1,Slmt ya k ruben n k wenda..!!!cantik ke mamax.,abreviasi,0,0
k,kak,1,Slmt ya k ruben n k wenda..!!!cantik ke mamax.,abreviasi,0,0
mamax,mamanya,0,Slmt ya k ruben n k wenda..!!!cantik ke mamax.,word-value letter,0,0
iyah,iya,1,Selamat iyah kak atas kelahiran putri pertama nya Thalia Putri Onsu Tuhan Jesus Memberkati,anaptiksis,0,0
ankx,anaknya,0,Ankx cantip,abreviasi,word-value letter,0
cantip,cantik,1,Ankx cantip,salah ketik,0,0
lucuuuuu,lucu,1,Lucuuuuu,elongasi,0,0
donk,dong,1,folback donk kak ruben,homofon,subtitusi,0
yg,yang,1,Folback om ruben....undang yg lainnya donk artis�,abreviasi,0,0
donk,dong,1,Folback om ruben....undang yg lainnya donk artis�,homofon,subtitusi,0
yg,yang,1,Selamat ya ruben.semoga anak dan wenda sehat selalu dan menjadi anak yg berbakti untuk kedua ortu dan juga bangsa.amiiiin..Didy Redifaflora bali,abreviasi,0,0
ortu,orang tua,1,Selamat ya ruben.semoga anak dan wenda sehat selalu dan menjadi anak yg berbakti untuk kedua ortu dan juga bangsa.amiiiin..Didy Redifaflora bali,akronim,0,0
amiiiin,amin,1,Selamat ya ruben.semoga anak dan wenda sehat selalu dan menjadi anak yg berbakti untuk kedua ortu dan juga bangsa.amiiiin..Didy Redifaflora bali,elongasi,0,0
lucuuu,lucu,1,@firdarizkyaa lucuuu??,elongasi,0,0
lucuuuu,lucu,1,anaknya lucuuuu banget,elongasi,0,0
ihh,ih,1,"Ihh,comel betul la.....",elongasi,0,0
la,lah,1,"Ihh,comel betul la.....",zeroisasi,0,0
skli,sekali,1,"bahagia skli kluarga kak ruben,,,kpn ak pnya si kecil lagi",abreviasi,0,0
kluarga,keluarga,1,"bahagia skli kluarga kak ruben,,,kpn ak pnya si kecil lagi",zeroisasi,0,0
kpn,kapan,1,"bahagia skli kluarga kak ruben,,,kpn ak pnya si kecil lagi",abreviasi,0,0
ak,aku,1,"bahagia skli kluarga kak ruben,,,kpn ak pnya si kecil lagi",abreviasi,0,0
pnya,punya,1,"bahagia skli kluarga kak ruben,,,kpn ak pnya si kecil lagi",abreviasi,0,0
yg,yang,1,"Anak yg cantik Sehat selalu, panjang umur, banyak rezeki.",abreviasi,0,0
iyha,iya,1,Iyha dedek thalia yg cantikkk,anaptiksis,0,0
dedek,adek,1,Iyha dedek thalia yg cantikkk,anaptiksis,0,0
yg,yang,1,Iyha dedek thalia yg cantikkk,abreviasi,0,0
cantikkk,cantik,1,Iyha dedek thalia yg cantikkk,elongasi,0,0
y,ya,1,Selamat y to kk uben n mb wenda.... Ats klahiran putri cantiknya....,abreviasi,0,0
kk,kakak,1,Selamat y to kk uben n mb wenda.... Ats klahiran putri cantiknya....,abreviasi,0,0
mb,mbak,1,Selamat y to kk uben n mb wenda.... Ats klahiran putri cantiknya....,abreviasi,0,0
ats,atas,1,Selamat y to kk uben n mb wenda.... Ats klahiran putri cantiknya....,abreviasi,0,0
klahiran,kelahiran,1,Selamat y to kk uben n mb wenda.... Ats klahiran putri cantiknya....,zeroisasi,0,0
slmat,selamat,1,. Slmat ya ko uben and cce wenda,abreviasi,0,0
aamiin,amin,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",elongasi,0,0
slamat,selamat,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",zeroisasi,0,0
jdi,jadi,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",abreviasi,0,0
ortu,orang tua,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",akronim,0,0
kk,kakak,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",abreviasi,0,0
smoga,semoga,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",zeroisasi,0,0
jdi,jadi,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",abreviasi,0,0
ank,anak,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",abreviasi,0,0
mmbanggakan,membanggakan,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",abreviasi,0,0
ortuny,orang tuanya,0,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",akronim,abreviasi,0
aamiin,amin,1,"Aamiin yra...ikut senang dan gembira? slamat ya dah jdi ortu kk @ruben_onsu dan @sarwendah29 smoga thalia jdi ank pintar dan bisa mmbanggakan ortuny kelak,aamiin",elongasi,0,0
lucuuu,lucu,1,"Lucuuu bngtt , selmat ae dah mnjdi ayah bnda",elongasi,0,0
bngtt,banget,1,"Lucuuu bngtt , selmat ae dah mnjdi ayah bnda",abreviasi,elongasi,0
selmat,selamat,1,"Lucuuu bngtt , selmat ae dah mnjdi ayah bnda",abreviasi,0,0
ae,saja,1,"Lucuuu bngtt , selmat ae dah mnjdi ayah bnda",coinage,0,0
mnjdi,menjadi,1,"Lucuuu bngtt , selmat ae dah mnjdi ayah bnda",abreviasi,0,0
bnda,bunda,1,"Lucuuu bngtt , selmat ae dah mnjdi ayah bnda",abreviasi,0,0
k,kak,1,Selamat ya k uben ma teh wenda ?? sehat trus dekbayi nyah.. Amin..,abreviasi,0,0
ma,sama,1,Selamat ya k uben ma teh wenda ?? sehat trus dekbayi nyah.. Amin..,zeroisasi,0,0
trus,terus,1,Selamat ya k uben ma teh wenda ?? sehat trus dekbayi nyah.. Amin..,zeroisasi,0,0
nyah,nya,1,Selamat ya k uben ma teh wenda ?? sehat trus dekbayi nyah.. Amin..,anaptiksis,0,0
aamiin,amin,1,"Selamat ya @ruben_onsu & istri atas kelahiran baby oshin nan cantik.....semoga senantiasa sehat selalu, aamiin....",elongasi,0,0
bgt,banget,1,Selamat ya @ruben_onsu & keluarga atas kelahiran babynya cantik bgt babynya semoga sehat selalu...?,abreviasi,0,0
prtamax,pertamanya,0,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,abreviasi,word-value letter,0
kk,kakak,1,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,abreviasi,0,0
moqa,moga,1,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,subtitusi,0,0
jdi,jadi,1,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,abreviasi,0,0
yq,yang,1,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,subtitusi,abreviasi,0
brbakti,berbakti,1,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,abreviasi,0,0
yaaa,ya,1,Selamat atas kelahiran anak prtamax ya kk @ruben_onsu moqa jdi anak yq brbakti yaaa,elongasi,0,0
gewlaaaaa,gila,1,Sipit gewlaaaaa?????,modifikasi vokal,anaptiksis,elongasi
ea,ya,1,Selamat ea kk ruben and kk sar wendah semoga anak ny sehat selalu?,subtitusi,0,0
kk,kakak,1,Selamat ea kk ruben and kk sar wendah semoga anak ny sehat selalu?,abreviasi,0,0
kk,kakak,1,Selamat ea kk ruben and kk sar wendah semoga anak ny sehat selalu?,abreviasi,0,0
ny,nya,1,Selamat ea kk ruben and kk sar wendah semoga anak ny sehat selalu?,abreviasi,0,0
yg,yang,1,"Alia lahir tanggal nya sama kayak aku ko ? tanggal 5 juni ? jadi anak yg patuh pada agama ya alia, sayang terus sm kedua orang tua dan keluarga @ruben_onsu",abreviasi,0,0
sm,sama,1,"Alia lahir tanggal nya sama kayak aku ko ? tanggal 5 juni ? jadi anak yg patuh pada agama ya alia, sayang terus sm kedua orang tua dan keluarga @ruben_onsu",abreviasi,0,0
lg,lagi,1,Mas sule kapan  rambutnya kuning lg,abreviasi,0,0
yg,yang,1,??????Mau perawatan kulit yang aman dan terpercaya? Yuk cek ig kita jual perawatan wajah dan juga body care yg aman dan terdaftar di bpom lho. Kunsultasikan dirimu skrg???,abreviasi,0,0
skrg,sekarang,1,??????Mau perawatan kulit yang aman dan terpercaya? Yuk cek ig kita jual perawatan wajah dan juga body care yg aman dan terdaftar di bpom lho. Kunsultasikan dirimu skrg???,abreviasi,0,0
"sama""",sama-sama,1,"Ok bang sule sama"" torang samua basodaraa",reduplikasi,0,0
